a2ps	4.14	Any-to-PostScriptフィルター
tal	1.9	一致する場合は行末を揃えます
talk-filters	2.3.8	英語のテキストをステレオタイプまたはユーモラスな方言に変換する
talloc	2.1.2	デストラクタを含む階層的な参照カウントメモリプール
tarsnap	1.0.36.1	真に妄想的な人のためのオンラインバックアップ
task	2.4.4	機能豊富なコンソールベースのtodoリストマネージャー
task-spooler	0.7.5	タスクを次々に実行するバッチシステム
taskd	1.1.0	ToDoリストのクライアントサーバー同期
tasksh	1.0.0	Taskwarriorコマンドのシェルラッパー
tbb	4.3-20150611	C++での並列処理への豊富で完全なアプローチ
tcc	0.9.26	小さなCコンパイラ
tcl-tk	8.6.6	ツールコマンド言語
tclap	1.2.1	テンプレート化されたC++コマンドラインパーサーライブラリ
tcpflow	1.4.4	TCPフローレコーダー
tcping	1.3.5	指定されたIP /ポートコンボにTCP接続します
tcpreplay	4.1.0	保存したtcpdumpファイルを任意の速度で再生します
tcpsplit	0.2	パケットトレースをいくつかのサブトレースに分割します
tcptrace	6.6.7	tcpdump出力を分析します
tcptraceroute	1.5beta7	TCPパケットを使用したtracerouteの実装
tcptrack	1.4.2	ネットワークインターフェイス上のTCP接続のステータスを監視する
tcptunnel	v0.8	TCPポートフォワーダー
tcsh	6.20.00	BerkeleyCシェルの拡張された完全に互換性のあるバージョン
td	1.3.0	ターミナルのToDoリスト
teapot	2.3.0	テーブルエディターおよびプランナー
tee-clc	14.0.1	Visual Studio 2010 Team FoundationServer用のEclipseクライアント
teem	1.11.0	科学ラスターデータ用のライブラリ
teensy_loader_cli	2.1	TeensyUSB開発ボードのコマンドライン統合
tegh	0.3.1	Prontserveのコマンドラインクライアント
telegraf	v0.1.9	InfluxDB用のサーバーレベルのメトリック収集エージェント
telepathy-gabble	0.18.3	Telepathy Jabber/XMPP接続マネージャー
telepathy-glib	0.24.0	クライアントおよび接続マネージャー向けのTelepathyGLibライブラリ
telepathy-idle	0.2.0	テレパシーIRC接続マネージャー
telepathy-mission-control	5.16.2	テレパシーアカウントマネージャーおよびチャネルディスパッチャー
tenfourfox	31.0.0	
tenyr	v0.6.0	32ビットコンピューティング環境
term	2.1	指定されたディレクトリでターミナルを開きます（オプションでコマンドを実行します）
terminal-notifier	1.6.3	コマンドラインからOSXユーザー通知を送信する
termrec	0.17	端末出力のビデオを録画する
termshare	v0.2.0	クライアントまたはWebを介したインタラクティブまたは表示専用の端末共有
terraform	v0.6.3	インフラストラクチャを構築、変更、およびバージョン管理するためのツール
tesseract	3.04.00	OCR（光学式文字認識）エンジン
testdisk	7.0	TestDiskは強力な無料のデータ回復ユーティリティです
tevent	0.9.21	tallocメモリ管理ライブラリに基づくイベントシステム
texapp	0.6.10	TTYtterに基づくApp.netクライアント
texi2html	1.82	TeXinfoファイルをHTMLに変換する
texinfo	6.0	GNUプロジェクトの公式ドキュメント形式
texmath	0.8.0.2	LaTeX数学をMathMLに変換するためのHaskellライブラリ
thc-pptp-bruter	0.1.4	PPTP VPNエンドポイントに対するブルートフォースプログラム（TCPポート1723）
the_platinum_searcher	v1.7.8	ackやagに似たマルチプラットフォームのコード検索
the_silver_searcher	0.31.0	ackに似たコード検索
thefuck	3.0	入力ミスのあるコンソールコマンドをプログラムで修正する
theharvester	2.2	公開ソースから資料を収集する（ペンテスター用）
theora	1.1.1	オープンビデオ圧縮形式
thrift	0.9.2	スケーラブルなクロスランゲージサービス開発のためのフレームワーク
thrulay	0.9	ネットワークのパフォーマンスを測定する
tidy-html5	5.0.0	最新の標準をサポートするHTMLツールの祖父
tidyp	1.04	HTMLを検証および変更する
tiff2png	v0.92	TIFFからPNGへのコンバーター
tig	2.1.1	Gitリポジトリのテキストインターフェース
tika	1.10	コンテンツ分析ツールキット
timedog	v1.4	OS X TimeMachineのバックアップによって保存されたファイルを一覧表示します
timelimit	1.8	プロセスの絶対実行時間を制限する
timidity	2.14.0	ソフトウェアシンセサイザー
tin	2.2.1	スレッドベース、NNTPベース、およびスプールベースのUseNetニュースリーダー
tinc	1.0.25	仮想プライベートネットワーク（VPN）ツール
tintin	2.01.0	MUDクライアント
tiny-fugue	5.0b8	プログラム可能なMUDクライアント
tinycdb	0.78	定数データベースの作成と読み取り
tinyproxy	1.8.3	POSIXシステム用のHTTP/HTTPSプロキシ
tinyscheme	1.40	非常に小さなスキームの実装
tinysvm	0.09	パターン認識のためのサポートベクターマシンライブラリ
tinyxml	2_6_2	XMLパーサー
tinyxml2	3.0.0	改善されたtinyxml（メモリ効率とサイズ）
tippecanoe	v1.2.0	GeoJSON機能のコレクションからベクタータイルセットを構築する
titan-server	0.4.4	分散グラフデータベース
tivodecode	0.2per4	.tivoを.mpegに変換します
tkdiff	4.2	グラフィカルなサイドバイサイド差分ユーティリティ
tlassemble	v1.0	画像シーケンスからタイムラプス動画を作成する
tlsdate	0.0.8	安全なrdateの交換
tmpreaper	1.6.13	経過時間に基づいてディレクトリ内のファイルをクリーンアップします
tmpwatch	2.11	指定された時間内にアクセスされなかったファイルを検索して削除します
tmux	2.0	ターミナルマルチプレクサ
tmux-cssh	1.0.6-0	ClusterSSHのような動作をするTMUX
tmux-mem-cpu-load	v3.2.2	tmuxで使用するCPU、RAMメモリ、および負荷モニター
tn5250	0.17.4	5250端末およびプリンターエミュレーター
tnef	1.4.12	MicrosoftMS-TNEFアタッチメントアンパッカー
tnote	0.2.1	ターミナル用の小さなメモ取りプログラム
todo-txt	2.10	最小限のtodo.txtに焦点を当てたエディター
tofrodos	1.7.13	DOS <-> UNIXテキストファイル、エイリアスをfromdosに変換します
toilet	0.3	figletのカラーベースの代替品（libcacaを使用）
tokyo-cabinet	1.4.48	軽量データベースライブラリ
tokyo-dystopia	0.9.15	軽量全文検索システム
tokyo-tyrant	1.1.41	軽量データベースサーバー
tomcat	8.0.26	JavaサーブレットとJavaServerPagesの実装
tomcat-native	1.1.33	Tomcatがパフォーマンスのためにいくつかのネイティブリソースを使用できるようにします
tomee-jax-rs	1.7.2	TomeEEWebプロファイルとJAX-RS
tomee-plume	1.7.2	ApacheTomEEプルーム
tomee-plus	1.7.2	TomEE WebプロファイルとJAX-RSのすべてに加えて、
tomee-webprofile	1.7.2	All-Apache Java EE 6Webプロファイルスタック
topgit	0.9	Gitパッチキューマネージャー
tor	0.2.6.10	TCPの匿名化オーバーレイネットワーク
torrentcheck	1.00	コマンドライントレントビューアとハッシュチェッカー
torsocks	v2.1.0	TorでSOCKSに適したアプリケーションを使用する
tpl	v1.6.1	バイナリデータをCで保存および取得する
tpp	1.3.1	Ncursesベースのプレゼンテーションツール
trace2html	2015-06-23	JSONトレースをHTMLに変換するためのGoogleTraceViewerのユーティリティ
tracebox	v0.3.1	ミドルボックス検出ツール
tractorgen	0.31.7	ASCIIトラクターアートを生成します
trafficserver	5.3.1	HTTP /1.1準拠のキャッシングプロキシサーバー
trafshow	5.2.3	継続的なネットワークトラフィックの表示
trang	20091111	XMLスキーマコンバータ
transcrypt	v0.9.7	Gitリポジトリ内のファイルの透過的な暗号化を構成する
translate-toolkit	1.12.0	ローカリゼーションエンジニア向けのツールキット
transmission	2.84	軽量のBitTorrentクライアント
trash	v0.8.5	ファイルやフォルダをゴミ箱に移動するCLIツール
tre	0.8.0	軽量でPOSIX準拠の正規表現（regex）ライブラリ
tree	1.7.0	ディレクトリをツリーとして表示（オプションのカラー/ HTML出力付き）
treecc	0.3.10	コンパイラを書くためのアスペクト指向アプローチ
treeline	2.0.0	高度なアウトライナーおよび個人情報マネージャー
trr	22.0.99.5	emacsユーザー向けのタイプトレーニングプログラム
truecrack	v35	TrueCryptのブルートフォースパスワードクラッカー
tsung	1.6.0	HTTP、PostgreSQL、Jabberなどの負荷テスト
tta	2.2	TTAロスレスオーディオコーデック
ttf2eot	0.0.2-2	TTFファイルをEOTに変換する
ttf2pt1	3.4.4	TrueTypeフォントからPostScriptType1へのコンバーター
ttfautohint	1.3	Webフォントの自動ヒントプロセス
tth	4.06	TeX/LaTeXからHTMLへのコンバーター
tty-clock	v0.1	ncursesのアナログ時計
ttylog	0.25	シリアルポートロガー：シリアルデバイスからすべてを印刷します
ttyrec	1.0.8	ターミナルインタラクションレコーダーとプレーヤー
ttytter	2.1.00	Twitterコマンドラインクライアント
tuntap	20111101	OSXの仮想ネットワークインターフェイス
tutum	0.16.21	開発者と運用者向けのDockerプラットフォーム
tvnamer	2.3	thetvdb.comからのデータを使用する自動TVエピソードファイルの名前変更
twemcache	v2.6.0	memcachedのTwitterフォーク
two-lame	0.3.13	最適化されたMPEGオーディオレイヤー2（MP2）エンコーダー
txt2man	1.5.6	フラットASCIIテキストをマニュアルページ形式に変換します
txt2tags	2.6	いくつかのファイル形式を生成するための変換ツール
typesafe-activator	1.3.6	Typesafe ReactivePlatformを操作するためのツール
typespeed	0.6.5	正しく入力して画面上を飛んでいる単語をザップする
u-boot-tools	2015.01	ユニバーサルブートローダー
uade	2.13	アラブ首長国連邦のエミュレーションを通じてAmigaの曲を再生する
uberftp	2_7	インタラクティブGridFTPクライアント
uchardet	0.0.1	エンコーディング検出器ライブラリ
ucl	1.03	メモリフットプリントが小さいデータ圧縮ライブラリ
ucommon	6.2.2	スレッド、ソケット、および解析用のGNU C++ランタイムライブラリ
ucspi-tcp	0.88	TCPクライアントサーバーアプリケーションを構築するためのツール
ucspi-tools	v1.2	UCSPI接続を処理するためのさまざまなツール
udis86	1.7.2	x86用の最小限の逆アセンブラライブラリ
udns	0.4	DNSリゾルバーライブラリ
udptunnel	1.1	TCP接続を介してUDPパケットをトンネリングする
udpxy	1.0.23-9	UDPからHTTPへのマルチキャストトラフィックリレーデーモン
udunits	2.2.19	Unidata単位変換ライブラリ
ufraw	0.22	未確認のFlyingRAW：RAW画像処理ユーティリティ
uhd	003_009_001	すべてのUSRPデバイス用のハードウェアドライバー。
uim	1.6.0	多言語入力方式ライブラリ
